Date,Action,Price,Reason,Profit,Capital
2026-01-08,BUY,2261.9,ゴールデンクロス,0.0,1.0
2026-01-28,SELL,2148.8,ハードストップ,-113.1,0.95
2026-03-02,BUY,1961.1,MACD上抜け,0.0,0.95
2026-03-04,SELL,1823.3,ハードストップ,-137.8,0.8832
2026-03-19,BUY,1754.7,MACD上抜け,0.0,0.8832
2026-03-30,SELL,1899.0,トレーリングストップ,144.3,0.9559
2026-04-17,BUY,1830.5,MACD上抜け,0.0,0.9559
2026-04-28,SELL,1995.0,トレーリングストップ,164.5,1.0418
